idEscola,Escola,Endereço,Bairro,Telefone,RPA,CEP,Latitude,Longitude
417,SEVERINA BERNADETE TEIXEIRA,IBICARE 120 3 CARNEIRO ,COHAB,8133556023,6,51330110,-8.05389,-34.88111
418,SITIO GRANDE,PADRE CARLOS LEONCIO 123 ,IMBIRIBEIRA,8133553740,6,51170400,-8.05389,-34.88111
419,SONHO DE CRIANCA,TEOTONIO DE MELO FILHO 218 ,IBURA,8133556621,6,51220080,-7.35694,-35.44056
420,SONHO DO POVO,CORDILHEIRA S/N UR 01 ,COHAB,8133554364,6,51280000,-8.05389,-34.88111
421,TRES CARNEIROS,IBIRAJA 12 TRES CARNE ,COHAB,8133556026,6,51330190,-8.05389,-34.88111
422,UR 05,DESEMBARGADOR THOMAZ CYRILO WANDERLEY 48 UR 05 ,COHAB,8133556030,6,51300441,34.93331,68.07455
423,UTEC MOVEL 6,ALMIRANTE NELSON FERNANDES S/N ,BOA VIAGEM,8133550416,6,51030230,-8.05389,-34.88111
424,VILA DOS MILAGRES,SAO MIGUEL 14 MILAGRES ,COHAB,8133554866,6,51345600,-8.05389,-34.88111
425,VILA OPERARIA DO RECIFE,EMILIO MONTEIRO FONSECA 1530 ,IBURA,8133556579,6,51240490,-7.35694,-35.44056
426,VILA SESAMO,VALE DO CARIRI 65 UR 05 ,COHAB,8133553160,6,51320180,-8.1336863,-34.950133
427,ZILDA ARNS,ANTONIO PAES BARRETO S/N LOTE 1 Q K ,IMBIRIBEIRA,8133554306,6,51160170,,
